gameDate,gamePk,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition,batSide,pitchHand,teamAbbrev,gameLogSummary,note,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves
2026-04-13,823400,693304,Nick Gonzales,Nicholas,Gonzales,3,1999-05-27,26,"5' 8""",193,Second Base,Right,Right,PIT,0-0 | BB,,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,
2026-04-13,823400,542303,Marcell Ozuna,Marcell,Ozuna,24,1990-11-12,35,"6' 1""",251,Designated Hitter,Right,Right,PIT,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,677952,Braxton Ashcraft,Braxton,Ashcraft,35,1999-10-05,26,"6' 5""",218,Pitcher,Left,Right,PIT,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,691781,Brady House,Brady,House,12,2003-06-04,22,"6' 4""",208,Third Base,Right,Right,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,682928,CJ Abrams,Paul,Abrams,5,2000-10-03,25,"6' 0""",191,Shortstop,Left,Right,WSH,"1-2 | HR, RBI, R",,2,1,0,0,1,1,1,0,0,0,0,0,2,,,,,,,,,,
2026-04-13,823400,683083,Nasim Nuñez,Nasim,Nuñez,26,2000-08-18,25,"5' 8""",165,Shortstop,Switch,Right,WSH,1-4 | 2 RBI,,4,1,0,0,0,2,0,0,0,0,0,0,4,,,,,,,,,,
2026-04-13,823400,686452,Drew Millas,Andrew,Millas,14,1998-01-15,28,"6' 0""",204,Catcher,Switch,Right,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,571945,Miles Mikolas,Miles,Mikolas,36,1988-08-23,37,"6' 4""",230,Pitcher,Right,Right,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,686894,Joey Wiemer,Joseph,Wiemer,21,1999-02-11,27,"6' 4""",226,Outfielder,Right,Right,WSH,0-1 | K,,1,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1,2,0,0,1,21,0,0,0
2026-04-13,823400,678391,Jorbit Vivas,Jorbit,Vivas,84,2001-03-09,25,"5' 9""",171,Second Base,Left,Right,WSH,"1-3 | 2B, BB, R",,3,1,1,0,0,0,1,0,1,0,0,0,4,,,,,,,,,,
2026-04-13,823400,676571,PJ Poulin,Peter,Poulin,50,1996-07-25,29,"6' 1""",195,Pitcher,Right,Left,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,690925,Clayton Beeter,Clayton,Beeter,39,1998-10-09,27,"6' 2""",220,Pitcher,Right,Right,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,695418,Brad Lord,Bradley,Lord,41,2000-02-14,26,"6' 3""",210,Pitcher,Right,Right,WSH,"0.2 IP, 3 ER, K, BB",,,,,,,,,,,,,,,0.2,3,3,1,1,1,22,0,0,0
2026-04-13,823400,678554,Curtis Mead,Curtis,Mead,45,2000-10-26,25,"6' 1""",225,First Base,Right,Right,WSH,0-2,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,
2026-04-13,823400,695734,Daylen Lile,Daylen,Lile,4,2002-11-30,23,"5' 11""",195,Outfielder,Left,Right,WSH,"2-4 | K, R",,4,2,0,0,0,0,1,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,823400,677588,José Tena,José,Tena,8,2001-03-20,25,"5' 10""",195,Third Base,Left,Right,WSH,"1-3 | HBP, R",,3,1,0,0,0,0,1,0,0,0,0,0,4,,,,,,,,,,
2026-04-13,823400,672335,Cionel Pérez,Cionel,Pérez,51,1996-04-21,29,"6' 0""",175,Pitcher,Right,Left,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,695578,James Wood,James,Wood,29,2002-09-17,23,"6' 6""",234,Outfielder,Left,Right,WSH,"1-3 | BB, 2 K",,3,1,0,0,0,0,0,2,1,0,0,0,4,,,,,,,,,,
2026-04-13,823400,676917,Cade Cavalli,Steven,Cavalli,24,1998-08-14,27,"6' 4""",223,Pitcher,Right,Right,WSH,"1.1 IP, 4 ER, 2 K, 3 BB",,,,,,,,,,,,,,,1.1,4,3,0,2,3,48,0,1,0
2026-04-13,823400,696285,Jacob Young,Jacob,Young,30,1999-07-27,26,"5' 11""",192,Outfielder,Right,Right,WSH,"1-4 | HR, K, 2 RBI",,4,1,0,0,1,2,1,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,823400,663623,Jake Irvin,Jacob,Irvin,27,1997-02-18,29,"6' 6""",234,Pitcher,Right,Right,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,687377,Orlando Ribalta,Orlando,Ribalta,64,1998-03-05,28,"6' 7""",245,Pitcher,Right,Right,WSH,"1.0 IP, 0 ER, 0 K, 0 BB",,,,,,,,,,,,,,,1.0,0,0,0,0,0,14,0,0,0
2026-04-13,823400,681402,Gus Varland,Augustus,Varland,47,1996-11-06,29,"6' 1""",225,Pitcher,Left,Right,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,641793,Zack Littell,Zack,Littell,18,1995-10-05,30,"6' 4""",250,Pitcher,Right,Right,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,687606,Paxton Schultz,Paxton,Schultz,75,1998-01-05,28,"6' 3""",205,Pitcher,Left,Right,WSH,"2.2 IP, ER, 4 K, 0 BB",,,,,,,,,,,,,,,2.2,1,2,1,4,0,35,0,0,0
2026-04-13,823400,660688,Keibert Ruiz,Keibert,Ruiz,20,1998-07-20,27,"5' 11""",238,Catcher,Switch,Right,WSH,0-4 | K,,4,0,0,0,0,0,0,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,823400,656492,Foster Griffin,Fred,Griffin,22,1995-07-27,30,"6' 3""",225,Pitcher,Right,Left,WSH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823400,671131,Jackson Rutledge,Jackson,Rutledge,44,1999-04-01,27,"6' 8""",241,Pitcher,Right,Right,WSH,"1.1 IP, 7 ER, 2 K, 2 BB",,,,,,,,,,,,,,,1.1,7,6,0,2,2,44,0,0,0
2026-04-13,823400,671277,Luis García Jr.,Luis,García,2,2000-05-16,25,"6' 1""",216,Second Base,Left,Right,WSH,0-5 | 3 K,,5,0,0,0,0,0,0,3,0,0,0,0,5,,,,,,,,,,
2026-04-13,823481,669016,Brandon Marsh,Brandon,Marsh,16,1997-12-18,28,"6' 2""",215,Outfielder,Left,Right,PHI,"3-4 | 2B, BB, 2 RBI",,4,3,1,0,0,2,2,0,1,1,0,0,5,,,,,,,,,,
2026-04-13,823481,666200,Jesús Luzardo,Jesús,Luzardo,44,1997-09-30,28,"6' 0""",218,Pitcher,Left,Left,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,621237,José Alvarado,José,Alvarado,46,1995-05-21,30,"6' 2""",245,Pitcher,Left,Left,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,702222,Justin Crawford,Justin,Crawford,2,2004-01-13,22,"6' 2""",188,Outfielder,Left,Right,PHI,0-5 | 2 K,,5,0,0,0,0,0,0,2,0,0,0,0,5,,,,,,,,,,
2026-04-13,823481,650911,Cristopher Sánchez,Cristopher,Sánchez,61,1996-12-12,29,"6' 6""",200,Pitcher,Left,Left,PHI,"6.0 IP, 2 ER, 8 K, 3 BB",,,,,,,,,,,,,,,6.0,2,6,1,8,3,96,1,0,0
2026-04-13,823481,547180,Bryce Harper,Bryce,Harper,3,1992-10-16,33,"6' 1""",210,First Base,Left,Right,PHI,"1-3 | BB, 2 R",,3,1,0,0,0,0,2,0,1,0,0,0,4,,,,,,,,,,
2026-04-13,823481,592663,J.T. Realmuto,Jacob,Realmuto,10,1991-03-18,35,"6' 0""",212,Catcher,Right,Right,PHI,3-5 | 3 RBI,,5,3,0,0,0,3,0,0,0,0,0,0,5,,,,,,,,,,
2026-04-13,823481,624641,Edmundo Sosa,Edmundo,Sosa,33,1996-03-06,30,"5' 11""",210,Second Base,Right,Right,PHI,1-1 | R,,1,1,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,
2026-04-13,823481,661395,Jhoan Duran,Jhoan,Duran,59,1998-01-08,28,"6' 5""",230,Pitcher,Right,Right,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,686751,Seth Johnson,Seth,Johnson,51,1998-09-19,27,"6' 1""",205,Pitcher,Right,Right,PHI,"1.2 IP, 3 ER, K, 2 BB",,,,,,,,,,,,,,,1.2,3,4,0,1,2,50,0,0,0
2026-04-13,823481,689147,Orion Kerkering,Richard,Kerkering,50,2001-04-04,25,"6' 2""",204,Pitcher,Right,Right,PHI,"1.1 IP, 0 ER, 3 K, 0 BB",,,,,,,,,,,,,,,1.1,0,1,0,3,0,18,0,0,0
2026-04-13,823481,664761,Alec Bohm,Alec,Bohm,28,1996-08-03,29,"6' 4""",218,Third Base,Right,Right,PHI,"1-4 | K, 2 RBI",,4,1,0,0,0,2,0,1,0,0,0,0,5,,,,,,,,,,
2026-04-13,823481,641835,Tim Mayza,Timothy,Mayza,37,1992-01-15,34,"6' 3""",215,Pitcher,Left,Left,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,681082,Bryson Stott,Bryson,Stott,5,1997-10-06,28,"6' 0""",200,Second Base,Left,Right,PHI,"1-4 | BB, RBI, R",,4,1,0,0,0,1,1,0,1,0,0,0,5,,,,,,,,,,
2026-04-13,823481,656941,Kyle Schwarber,Kyle,Schwarber,12,1993-03-05,33,"5' 11""",229,Outfielder,Left,Right,PHI,"2-3 | 2 HR, BB, HBP",,3,2,0,0,2,3,4,0,1,0,0,0,5,,,,,,,,,,
2026-04-13,823481,805249,Otto Kemp,Otto,Kemp,4,1999-09-09,26,"5' 11""",185,Outfield,Right,Right,PHI,0-0 | BB,,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,
2026-04-13,823481,647315,Zach Pop,Zachery,Pop,56,1996-09-20,29,"6' 4""",220,Pitcher,Right,Right,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,592836,Taijuan Walker,Taijuan,Walker,99,1992-08-13,33,"6' 4""",235,Pitcher,Right,Right,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,665561,Rafael Marchán,Rafael,Marchán,13,1999-02-25,27,"5' 9""",170,Catcher,Switch,Right,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,664238,Dylan Moore,Dylan,Moore,25,1992-08-02,33,"6' 1""",205,Second Base,Right,Right,PHI,0-1 | K,,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,
2026-04-13,823481,621383,Tanner Banks,Tanner,Banks,58,1991-10-24,34,"6' 1""",205,Pitcher,Right,Left,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,666969,Adolis García,Jose,García,53,1993-03-02,33,"6' 0""",205,Outfielder,Right,Right,PHI,"2-4 | 2B, K, RBI",,4,2,1,0,0,1,2,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,823481,605400,Aaron Nola,Aaron,Nola,27,1993-06-04,32,"6' 2""",200,Pitcher,Right,Right,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,641745,Brad Keller,Brad,Keller,40,1995-07-27,30,"6' 5""",255,Pitcher,Right,Right,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,607208,Trea Turner,Trea,Turner,7,1993-06-30,32,"6' 1""",185,Shortstop,Right,Right,PHI,1-4 | R,,4,1,0,0,0,0,1,0,0,0,0,0,4,,,,,,,,,,
2026-04-13,823481,691725,Andrew Painter,Andrew,Painter,24,2003-04-10,23,"6' 7""",215,Pitcher,Right,Right,PHI,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,694037,Daniel Palencia,Daniel,Palencia,48,2000-02-05,26,"5' 11""",160,Pitcher,Right,Right,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,624424,Michael Conforto,Michael,Conforto,20,1993-03-01,33,"5' 11""",215,Outfielder,Left,Right,CHC,0-1 | K,,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,
2026-04-13,823481,571948,Hoby Milner,Hoby,Milner,41,1991-01-13,35,"6' 3""",187,Pitcher,Left,Left,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,702303,Riley Martin,Riley,Martin,51,1998-03-19,28,"6' 1""",215,Pitcher,Left,Left,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,664023,Ian Happ,Ian,Happ,8,1994-08-12,31,"5' 10""",205,Outfielder,Switch,Right,CHC,"2-5 | 2B, 2 K, R",,5,2,1,0,0,0,1,2,0,0,0,1,5,,,,,,,,,,
2026-04-13,823481,665795,Edward Cabrera,Edward,Cabrera,30,1998-04-13,28,"6' 5""",217,Pitcher,Right,Right,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,681799,Ethan Roberts,Ethan,Roberts,39,1997-07-04,28,"5' 10""",180,Pitcher,Right,Right,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,664068,Scott Kingery,Scott,Kingery,12,1994-04-29,31,"5' 9""",180,Second Base,Right,Right,CHC,0-2,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,
2026-04-13,823481,665871,Javier Assad,Javier,Assad,72,1997-07-30,28,"6' 1""",200,Pitcher,Right,Right,CHC,"4.1 IP, 9 ER, 3 K, 2 BB",,,,,,,,,,,,,,,4.1,9,11,2,3,2,82,0,1,0
2026-04-13,823481,573204,Caleb Thielbar,Caleb,Thielbar,24,1987-01-31,39,"6' 0""",205,Pitcher,Right,Left,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,684007,Shota Imanaga,Shota,Imanaga,18,1993-09-01,32,"5' 10""",175,Pitcher,Left,Left,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,608324,Alex Bregman,Alexander,Bregman,3,1994-03-30,32,"5' 10""",190,Third Base,Right,Right,CHC,"1-4 | BB, K",,4,1,0,0,0,0,0,1,1,0,0,0,5,,,,,,,,,,
2026-04-13,823481,608348,Carson Kelly,Carson,Kelly,15,1994-07-14,31,"6' 1""",212,Catcher,Right,Right,CHC,"1-2 | BB, R",,2,1,0,0,0,0,1,0,1,0,0,0,3,,,,,,,,,,
2026-04-13,823481,683737,Michael Busch,Michael,Busch,29,1997-11-09,28,"5' 11""",210,First Base,Left,Right,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,592791,Jameson Taillon,Jameson,Taillon,50,1991-11-18,34,"6' 5""",230,Pitcher,Right,Right,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,691718,Pete Crow-Armstrong,Pete,Crow-Armstrong,4,2002-03-25,24,"6' 0""",184,Outfielder,Left,Left,CHC,"1-5 | 2 K, RBI, R",,5,1,0,0,0,1,1,2,0,0,0,0,5,,,,,,,,,,
2026-04-13,823481,657097,Jacob Webb,Jacob,Webb,71,1993-08-15,32,"6' 2""",210,Pitcher,Right,Right,CHC,"0.2 IP, 0 ER, K, 0 BB",,,,,,,,,,,,,,,0.2,0,0,0,1,0,8,0,0,0
2026-04-13,823481,665804,Miguel Amaya,Miguel,Amaya,9,1999-03-09,27,"6' 1""",230,Catcher,Right,Right,CHC,"2-4 | HBP, 2 K, R",,4,2,0,0,0,0,1,2,0,0,0,0,5,,,,,,,,,,
2026-04-13,823481,694208,Moisés Ballesteros,Moisés,Ballesteros,25,2003-11-08,22,"5' 8""",195,Catcher,Left,Right,CHC,"2-2 | 2B, RBI, R",,2,2,1,0,0,1,1,0,0,0,0,0,2,,,,,,,,,,
2026-04-13,823481,673548,Seiya Suzuki,Seiya,Suzuki,27,1994-08-18,31,"5' 11""",182,Outfielder,Right,Right,CHC,"1-4 | BB, RBI",,4,1,0,0,0,1,0,0,1,0,0,1,5,,,,,,,,,,
2026-04-13,823481,621020,Dansby Swanson,James,Swanson,7,1994-02-11,32,"6' 0""",190,Shortstop,Right,Right,CHC,"1-3 | HR, BB, K",,3,1,0,0,1,2,2,1,1,0,0,0,4,,,,,,,,,,
2026-04-13,823481,607067,Colin Rea,Colin,Rea,53,1990-07-01,35,"6' 5""",220,Pitcher,Right,Right,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,656212,Charlie Barnes,Charles,Barnes,58,1995-10-01,30,"6' 2""",190,Pitcher,Left,Left,CHC,"3.0 IP, 3 ER, K, 3 BB",,,,,,,,,,,,,,,3.0,3,4,0,1,3,62,0,0,0
2026-04-13,823481,663538,Nico Hoerner,Nicholas,Hoerner,2,1997-05-13,28,"5' 11""",200,Second Base,Right,Right,CHC,0-3 | 2 K,,3,0,0,0,0,0,0,2,0,0,0,0,3,,,,,,,,,,
2026-04-13,823481,676962,Ben Brown,Benjamin,Brown,32,1999-09-09,26,"6' 6""",210,Pitcher,Right,Right,CHC,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823481,807713,Matt Shaw,Matthew,Shaw,6,2001-11-06,24,"5' 10""",185,Third Base,Right,Right,CHC,"0-3 | BB, K",,3,0,0,0,0,0,0,1,1,0,0,0,4,,,,,,,,,,
2026-04-13,823563,621112,Paul Blackburn,Paul,Blackburn,58,1993-12-04,32,"6' 1""",196,Pitcher,Right,Right,NYY,"1.0 IP, 0 ER, 0 K, 0 BB",,,,,,,,,,,,,,,1.0,0,0,0,0,0,6,1,0,0
2026-04-13,823563,676609,José Caballero,José,Caballero,72,1996-08-30,29,"5' 9""",190,Shortstop,Right,Right,NYY,"2-5 | HR, 2B, 2 RBI",,5,2,1,0,1,2,2,0,0,1,0,0,5,,,,,,,,,,
2026-04-13,823563,642232,Ryan Yarbrough,Ryan,Yarbrough,33,1991-12-31,34,"6' 5""",205,Pitcher,Right,Left,NYY,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,642708,Amed Rosario,German,Rosario,14,1995-11-20,30,"6' 1""",227,Third Base,Right,Right,NYY,1-2,,2,1,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,
2026-04-13,823563,545341,Randal Grichuk,Randal,Grichuk,34,1991-08-13,34,"6' 0""",210,Outfielder,Right,Right,NYY,"0-1 | BB, R",,1,0,0,0,0,0,1,0,1,0,0,0,2,,,,,,,,,,
2026-04-13,823563,641857,Ryan McMahon,Ryan,McMahon,19,1994-12-14,31,"6' 2""",211,Third Base,Left,Right,NYY,0-2 | BB,,2,0,0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,
2026-04-13,823563,592450,Aaron Judge,Aaron,Judge,99,1992-04-26,33,"6' 7""",282,Outfielder,Right,Right,NYY,"2-5 | 2 HR, K, 3 RBI",,5,2,0,0,2,3,2,1,0,0,0,0,5,,,,,,,,,,
2026-04-13,823563,677960,Ryan Weathers,Ryan,Weathers,40,1999-12-17,26,"6' 1""",230,Pitcher,Right,Left,NYY,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,657612,Tim Hill,Timothy,Hill,41,1990-02-10,36,"6' 4""",210,Pitcher,Right,Left,NYY,"1.2 IP, ER, 0 K, 0 BB",,,,,,,,,,,,,,,1.2,1,3,0,0,0,21,0,0,0
2026-04-13,823563,502671,Paul Goldschmidt,Paul,Goldschmidt,48,1987-09-10,38,"6' 2""",225,First Base,Right,Right,NYY,"1-2 | 2B, BB, K",,2,1,1,0,0,0,1,1,1,0,0,0,3,,,,,,,,,,
2026-04-13,823563,669224,Austin Wells,Austin,Wells,28,1999-07-12,26,"6' 1""",220,Catcher,Left,Right,NYY,1-3 | 2 BB,,3,1,0,0,0,0,0,0,2,0,0,0,5,,,,,,,,,,
2026-04-13,823563,700250,Ben Rice,Benjamin,Rice,22,1999-02-22,27,"6' 2""",228,First Base,Left,Right,NYY,"1-2 | BB, K, R",,2,1,0,0,0,0,1,1,1,0,0,0,3,,,,,,,,,,
2026-04-13,823563,687396,Brent Headrick,Brent,Headrick,47,1997-12-17,28,"6' 6""",235,Pitcher,Left,Left,NYY,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,701542,Will Warren,William,Warren,29,1999-06-16,26,"6' 2""",200,Pitcher,Right,Right,NYY,"3.2 IP, 0 ER, 6 K, BB",,,,,,,,,,,,,,,3.2,0,3,0,6,1,89,0,0,0
2026-04-13,823563,518585,Fernando Cruz,Fernando,Cruz,63,1990-03-28,36,"6' 2""",237,Pitcher,Right,Right,NYY,"0.1 IP, 0 ER, 0 K, 2 BB",,,,,,,,,,,,,,,0.1,0,0,0,0,2,18,0,0,0
2026-04-13,823563,641555,J.C. Escarra,Juan,Escarra,25,1995-04-24,30,"6' 2""",220,Catcher,Left,Right,NYY,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,641355,Cody Bellinger,Cody,Bellinger,35,1995-07-13,30,"6' 3""",204,Outfielder,Left,Left,NYY,1-5,,5,1,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,
2026-04-13,823563,519317,Giancarlo Stanton,Giancarlo,Stanton,27,1989-11-08,36,"6' 5""",245,Designated Hitter,Right,Right,NYY,"2-4 | 2B, BB, 2 K",,4,2,1,0,0,0,1,2,1,0,0,0,5,,,,,,,,,,
2026-04-13,823563,665862,Jazz Chisholm Jr.,Jasrado,Chisholm,13,1998-02-01,28,"5' 11""",184,Second Base,Left,Right,NYY,"1-5 | 2 K, R",,5,1,0,0,0,0,1,2,0,0,0,0,5,,,,,,,,,,
2026-04-13,823563,608331,Max Fried,Max,Fried,54,1994-01-18,32,"6' 4""",190,Pitcher,Left,Left,NYY,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,661563,Luis Gil,Luis,Gil,81,1998-06-03,27,"6' 3""",215,Pitcher,Right,Right,NYY,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,656234,Jake Bird,Jacob,Bird,59,1995-12-04,30,"6' 3""",215,Pitcher,Right,Right,NYY,"1.0 IP, 3 ER, K, 0 BB",,,,,,,,,,,,,,,1.0,3,4,1,1,0,29,0,0,0
2026-04-13,823563,666808,Camilo Doval,Camilo,Doval,75,1997-07-04,28,"6' 2""",205,Pitcher,Right,Right,NYY,"1.1 IP, 2 ER, K, 0 BB",,,,,,,,,,,,,,,1.1,2,2,1,1,0,26,0,0,0
2026-04-13,823563,663757,Trent Grisham,Trenton,Grisham,12,1996-11-01,29,"5' 10""",221,Outfielder,Left,Left,NYY,"2-3 | 2 HR, 5 RBI, 2 R",,3,2,0,0,2,5,2,0,0,0,0,0,3,,,,,,,,,,
2026-04-13,823563,670280,David Bednar,David,Bednar,53,1994-10-10,31,"6' 1""",250,Pitcher,Left,Right,NYY,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,693645,Cam Schlittler,Cameron,Schlittler,31,2001-02-05,25,"6' 6""",215,Pitcher,Right,Right,NYY,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,624428,Adam Frazier,Adam,Frazier,20,1991-12-14,34,"5' 10""",190,Second Base,Left,Right,LAA,"2-3 | BB, K, 2 R",,3,2,0,0,0,0,2,1,1,0,0,0,4,,,,,,,,,,
2026-04-13,823563,672724,Oswald Peraza,Oswald,Peraza,2,2000-06-15,25,"5' 11""",200,Third Base,Right,Right,LAA,0-0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026-04-13,823563,687263,Zach Neto,Zachary,Neto,9,2001-01-31,25,"5' 11""",185,Shortstop,Right,Right,LAA,"1-4 | BB, 3 K, RBI",,4,1,0,0,0,1,1,3,1,0,0,0,5,,,,,,,,,,
2026-04-13,823563,680704,Nick Sandlin,Nick,Sandlin,52,1997-01-10,29,"5' 11""",175,Pitcher,Right,Right,LAA,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,624585,Jorge Soler,Jorge,Soler,12,1992-02-25,34,"6' 3""",235,Outfielder,Right,Right,LAA,"2-5 | 2B, 2 K, RBI",,5,2,1,0,0,1,1,2,0,0,0,0,5,,,,,,,,,,
2026-04-13,823563,660162,Yoán Moncada,Yoán,Moncada,10,1995-05-27,30,"6' 0""",220,Third Base,Switch,Right,LAA,"2-5 | 2 K, R",,5,2,0,0,0,0,1,2,0,0,0,0,5,,,,,,,,,,
2026-04-13,823563,518595,Travis d'Arnaud,Travis,d'Arnaud,25,1989-02-10,37,"6' 0""",210,Catcher,Right,Right,LAA,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,681217,Chase Silseth,Chase,Silseth,63,2000-05-18,25,"6' 0""",217,Pitcher,Right,Right,LAA,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,667755,José Soriano,José,Soriano,59,1998-10-20,27,"6' 3""",220,Pitcher,Right,Right,LAA,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,686799,Jack Kochanowicz,Jack,Kochanowicz,41,2000-12-22,25,"6' 7""",228,Pitcher,Left,Right,LAA,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,815083,Mitch Farris,Mitchell,Farris,70,2001-02-14,25,"6' 2""",195,Pitcher,Left,Left,LAA,"1.1 IP, 0 ER, K, 0 BB",,,,,,,,,,,,,,,1.1,0,2,0,1,0,33,0,0,0
2026-04-13,823563,545361,Mike Trout,Michael,Trout,27,1991-08-07,34,"6' 1""",235,Outfielder,Right,Right,LAA,"2-5 | 2 HR, 5 RBI, 3 R",,5,2,0,0,2,5,3,0,0,0,0,0,5,,,,,,,,,,
2026-04-13,823563,519141,Drew Pomeranz,Thomas,Pomeranz,13,1988-11-22,37,"6' 5""",246,Pitcher,Right,Left,LAA,"1.0 IP, 0 ER, 2 K, 0 BB",,,,,,,,,,,,,,,1.0,0,1,0,2,0,12,0,0,0
2026-04-13,823563,666176,Jo Adell,Jordon,Adell,7,1999-04-08,27,"6' 2""",215,Outfielder,Right,Right,LAA,"2-4 | 2B, HBP, RBI",,4,2,1,0,0,1,1,0,0,0,0,1,5,,,,,,,,,,
2026-04-13,823563,687093,Vaughn Grissom,Vaughn,Grissom,5,2001-01-05,25,"6' 2""",210,Second Base,Right,Right,LAA,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,696147,Sam Bachman,Samuel,Bachman,40,1999-09-30,26,"6' 1""",235,Pitcher,Right,Right,LAA,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,666171,Ryan Zeferjahn,Ryan,Zeferjahn,56,1998-02-28,28,"6' 5""",209,Pitcher,Right,Right,LAA,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823563,694384,Nolan Schanuel,Nolan,Schanuel,18,2002-02-14,24,"6' 2""",220,First Base,Left,Right,LAA,0-5,,5,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,
2026-04-13,823563,666139,Josh Lowe,Joshua,Lowe,3,1998-02-02,28,"6' 3""",220,Outfielder,Left,Right,LAA,"0-3 | BB, RBI, R",,3,0,0,0,0,1,1,0,1,0,0,0,5,,,,,,,,,,
2026-04-13,823563,641312,Shaun Anderson,Shaun,Anderson,64,1994-10-29,31,"6' 6""",228,Pitcher,Right,Right,LAA,"2.1 IP, 4 ER, K, BB",,,,,,,,,,,,,,,2.1,4,4,2,1,1,49,0,0,0
